No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
11590,2014,6,26,21,42.0,78.0,2.0,41.0,700.0,119.0,27.5,996.0,18.8,0.0,NW,1.2,Changping,2014-06-26 21:00:00
11591,2014,6,26,22,47.0,75.0,2.0,41.0,800.0,115.0,26.7,996.5,15.7,0.0,NNW,1.3,Changping,2014-06-26 22:00:00
11592,2014,6,26,23,51.0,55.0,2.0,36.0,800.0,102.0,26.5,996.9,13.6,0.0,WNW,0.9,Changping,2014-06-26 23:00:00
11593,2014,6,27,0,25.0,25.0,2.0,19.0,600.0,96.0,26.2,997.1,13.0,0.0,N,2.0,Changping,2014-06-27 00:00:00
11594,2014,6,27,1,8.0,8.0,2.0,16.0,400.0,87.0,27.0,997.0,12.2,0.0,N,2.2,Changping,2014-06-27 01:00:00
11595,2014,6,27,2,7.0,7.0,2.0,16.0,400.0,80.0,26.0,997.3,12.1,0.0,N,1.9,Changping,2014-06-27 02:00:00
11596,2014,6,27,3,7.0,7.0,2.0,17.0,200.0,79.0,25.5,997.6,12.0,0.0,NNW,1.7,Changping,2014-06-27 03:00:00
11597,2014,6,27,4,9.0,13.0,2.0,17.0,300.0,67.0,25.0,998.4,11.9,0.0,N,1.4,Changping,2014-06-27 04:00:00
11598,2014,6,27,5,8.0,15.0,2.0,22.0,300.0,65.0,24.8,998.7,12.4,0.0,NW,1.5,Changping,2014-06-27 05:00:00
11599,2014,6,27,6,8.0,12.0,2.0,19.0,300.0,70.0,27.0,999.3,12.2,0.0,WNW,0.8,Changping,2014-06-27 06:00:00
11600,2014,6,27,7,9.0,20.0,2.0,22.0,300.0,65.0,29.1,999.6,12.1,0.0,N,1.5,Changping,2014-06-27 07:00:00
11601,2014,6,27,8,10.0,22.0,2.0,27.0,300.0,62.0,30.3,999.6,9.8,0.0,NW,1.5,Changping,2014-06-27 08:00:00
11602,2014,6,27,9,15.0,22.0,2.0,23.0,300.0,71.0,30.8,999.6,9.1,0.0,N,1.5,Changping,2014-06-27 09:00:00
11603,2014,6,27,10,10.0,12.0,2.0,18.0,200.0,84.0,31.7,999.2,9.3,0.0,NW,1.5,Changping,2014-06-27 10:00:00
11604,2014,6,27,11,8.0,12.0,2.0,18.0,200.0,90.0,32.9,998.4,9.0,0.0,NW,1.5,Changping,2014-06-27 11:00:00
11605,2014,6,27,12,9.0,10.0,2.0,19.0,200.0,100.0,33.6,997.7,8.3,0.0,NNW,1.5,Changping,2014-06-27 12:00:00
11606,2014,6,27,13,11.0,11.0,2.0,21.0,200.0,106.0,34.6,997.2,7.6,0.0,NNW,1.5,Changping,2014-06-27 13:00:00
11607,2014,6,27,14,8.0,13.0,2.0,20.0,200.0,117.0,35.0,996.6,7.1,0.0,NW,1.5,Changping,2014-06-27 14:00:00
11608,2014,6,27,15,11.0,17.0,2.0,20.0,200.0,118.0,34.9,996.2,5.3,0.0,N,2.4,Changping,2014-06-27 15:00:00
11609,2014,6,27,16,14.0,14.0,2.0,20.0,200.0,114.0,34.6,996.1,6.0,0.0,NNW,1.8,Changping,2014-06-27 16:00:00
11610,2014,6,27,17,3.0,8.0,2.0,22.0,200.0,110.0,33.7,996.1,5.3,0.0,WNW,2.1,Changping,2014-06-27 17:00:00
11611,2014,6,27,18,3.0,10.0,2.0,27.0,100.0,103.0,32.5,996.4,9.3,0.0,ESE,1.9,Changping,2014-06-27 18:00:00
11612,2014,6,27,19,9.0,43.0,2.0,33.0,200.0,111.0,30.5,997.0,9.9,0.0,NNE,1.1,Changping,2014-06-27 19:00:00
11613,2014,6,27,20,17.0,48.0,2.0,42.0,300.0,104.0,27.8,997.6,9.6,0.0,N,0.9,Changping,2014-06-27 20:00:00
11614,2014,6,27,21,17.0,56.0,2.0,49.0,400.0,73.0,26.8,998.1,9.6,0.0,NNE,1.0,Changping,2014-06-27 21:00:00
11615,2014,6,27,22,12.0,30.0,2.0,37.0,300.0,65.0,24.5,998.0,9.6,0.0,N,1.4,Changping,2014-06-27 22:00:00
11616,2014,6,27,23,12.0,24.0,2.0,28.0,300.0,74.0,23.2,998.3,10.3,0.0,NNW,1.8,Changping,2014-06-27 23:00:00
11617,2014,6,28,0,10.0,33.0,2.0,41.0,300.0,62.0,22.9,998.2,10.0,0.0,N,2.4,Changping,2014-06-28 00:00:00
11618,2014,6,28,1,18.0,30.0,2.0,42.0,300.0,61.0,22.4,997.8,9.9,0.0,NNW,1.2,Changping,2014-06-28 01:00:00
11619,2014,6,28,2,15.0,22.0,2.0,39.0,300.0,64.0,24.0,997.6,8.4,0.0,NW,1.3,Changping,2014-06-28 02:00:00
11620,2014,6,28,3,16.0,24.0,2.0,53.0,200.0,47.0,24.2,997.9,7.8,0.0,NNW,2.4,Changping,2014-06-28 03:00:00
11621,2014,6,28,4,10.0,18.0,3.0,42.0,200.0,52.0,24.8,998.2,7.4,0.0,NNE,1.5,Changping,2014-06-28 04:00:00
11622,2014,6,28,5,17.0,19.0,5.0,27.0,200.0,69.0,24.9,998.2,8.0,0.0,NNW,1.6,Changping,2014-06-28 05:00:00
11623,2014,6,28,6,17.0,34.0,9.0,38.0,300.0,57.0,27.5,998.2,8.9,0.0,N,1.5,Changping,2014-06-28 06:00:00
11624,2014,6,28,7,12.0,40.0,9.0,35.0,400.0,61.0,29.4,998.3,9.0,0.0,NE,1.5,Changping,2014-06-28 07:00:00
11625,2014,6,28,8,20.0,48.0,9.0,37.0,400.0,61.0,30.9,998.0,9.2,0.0,NNW,1.5,Changping,2014-06-28 08:00:00
11626,2014,6,28,9,11.0,40.0,9.0,34.0,400.0,66.0,32.7,997.6,10.1,0.0,N,2.4,Changping,2014-06-28 09:00:00
11627,2014,6,28,10,12.0,30.0,18.0,29.0,400.0,78.0,33.9,997.3,9.9,0.0,NW,1.5,Changping,2014-06-28 10:00:00
11628,2014,6,28,11,17.0,22.0,12.0,23.0,300.0,92.0,35.2,996.8,9.6,0.0,NNW,1.5,Changping,2014-06-28 11:00:00
11629,2014,6,28,12,6.0,16.0,5.0,19.0,200.0,99.0,36.0,995.8,9.5,0.0,NW,1.5,Changping,2014-06-28 12:00:00
11630,2014,6,28,13,16.0,17.0,3.0,19.0,200.0,102.0,36.8,995.2,9.4,0.0,NW,1.5,Changping,2014-06-28 13:00:00
11631,2014,6,28,14,13.0,13.0,3.0,18.0,200.0,113.0,37.0,994.6,8.8,0.0,NNE,1.5,Changping,2014-06-28 14:00:00
11632,2014,6,28,15,12.0,23.0,2.0,18.0,200.0,124.0,37.4,994.1,9.9,0.0,NW,1.4,Changping,2014-06-28 15:00:00
11633,2014,6,28,16,14.0,14.0,3.0,20.0,200.0,122.0,37.2,993.9,9.7,0.0,W,2.1,Changping,2014-06-28 16:00:00
11634,2014,6,28,17,15.0,22.0,4.0,21.0,200.0,125.0,35.3,994.2,11.0,0.0,E,1.5,Changping,2014-06-28 17:00:00
11635,2014,6,28,18,10.0,37.0,2.0,23.0,200.0,141.0,33.5,994.7,13.0,0.0,E,2.3,Changping,2014-06-28 18:00:00
11636,2014,6,28,19,16.0,58.0,2.0,26.0,200.0,134.0,31.6,995.4,13.4,0.0,NNE,0.5,Changping,2014-06-28 19:00:00
11637,2014,6,28,20,19.0,45.0,2.0,30.0,300.0,115.0,30.3,996.3,12.7,0.0,NE,1.6,Changping,2014-06-28 20:00:00
11638,2014,6,28,21,17.0,45.0,2.0,30.0,300.0,102.0,28.0,996.9,13.5,0.0,NNW,0.8,Changping,2014-06-28 21:00:00
11639,2014,6,28,22,14.0,39.0,2.0,27.0,300.0,88.0,27.8,996.9,13.3,0.0,NW,0.8,Changping,2014-06-28 22:00:00
11640,2014,6,28,23,22.0,35.0,2.0,25.0,300.0,82.0,27.1,996.9,13.1,0.0,N,0.9,Changping,2014-06-28 23:00:00
11641,2014,6,29,0,20.0,26.0,2.0,20.0,300.0,82.0,25.7,997.1,13.2,0.0,NNW,1.9,Changping,2014-06-29 00:00:00
11642,2014,6,29,1,10.0,26.0,2.0,20.0,300.0,80.0,24.5,997.4,13.4,0.0,NE,0.7,Changping,2014-06-29 01:00:00
11643,2014,6,29,2,15.0,32.0,2.0,23.0,300.0,73.0,23.1,997.1,13.8,0.0,NNW,2.0,Changping,2014-06-29 02:00:00
11644,2014,6,29,3,22.0,48.0,2.0,38.0,400.0,51.0,22.9,997.2,13.4,0.0,NNW,1.8,Changping,2014-06-29 03:00:00
11645,2014,6,29,4,20.0,41.0,2.0,43.0,400.0,36.0,22.5,997.6,13.3,0.0,NNW,1.4,Changping,2014-06-29 04:00:00
11646,2014,6,29,5,23.0,38.0,2.0,34.0,400.0,50.0,23.1,997.8,13.6,0.0,NW,1.1,Changping,2014-06-29 05:00:00
11647,2014,6,29,6,22.0,46.0,2.0,40.0,400.0,50.0,26.7,997.9,14.1,0.0,ESE,1.0,Changping,2014-06-29 06:00:00
11648,2014,6,29,7,20.0,53.0,2.0,39.0,400.0,55.0,27.8,998.2,15.5,0.0,SE,0.5,Changping,2014-06-29 07:00:00
11649,2014,6,29,8,27.0,83.0,3.0,50.0,600.0,54.0,29.4,998.3,15.5,0.0,SSE,1.7,Changping,2014-06-29 08:00:00
11650,2014,6,29,9,31.0,100.0,3.0,56.0,600.0,68.0,30.4,998.3,15.3,0.0,SSW,1.5,Changping,2014-06-29 09:00:00
11651,2014,6,29,10,34.0,90.0,4.0,78.0,500.0,65.0,32.2,997.8,13.9,0.0,ENE,1.7,Changping,2014-06-29 10:00:00
11652,2014,6,29,11,24.0,60.0,3.0,40.0,400.0,120.0,32.5,997.6,14.6,0.0,SE,2.3,Changping,2014-06-29 11:00:00
11653,2014,6,29,12,26.0,49.0,3.0,23.0,400.0,52.0,32.7,997.2,13.8,0.0,SE,1.7,Changping,2014-06-29 12:00:00
11654,2014,6,29,13,29.0,48.0,5.0,24.0,500.0,52.0,33.5,996.8,14.1,0.0,S,1.7,Changping,2014-06-29 13:00:00
11655,2014,6,29,14,31.0,57.0,10.0,25.0,700.0,52.0,33.5,996.2,14.1,0.0,SE,2.5,Changping,2014-06-29 14:00:00
11656,2014,6,29,15,38.0,76.0,15.0,31.0,1000.0,52.0,33.3,995.7,13.9,0.0,SSE,1.2,Changping,2014-06-29 15:00:00
11657,2014,6,29,16,54.0,92.0,9.0,36.0,800.0,52.0,33.8,995.4,13.8,0.0,SSE,2.1,Changping,2014-06-29 16:00:00
11658,2014,6,29,17,50.0,94.0,15.0,31.0,1200.0,52.0,33.2,995.2,15.7,0.0,SSE,1.5,Changping,2014-06-29 17:00:00
11659,2014,6,29,18,50.0,104.0,13.0,32.0,800.0,52.0,32.7,995.4,13.4,0.0,SSE,1.5,Changping,2014-06-29 18:00:00
11660,2014,6,29,19,48.0,67.0,9.0,31.0,1000.0,52.0,31.7,995.8,13.9,0.0,SSE,1.5,Changping,2014-06-29 19:00:00
11661,2014,6,29,20,26.0,55.0,5.0,34.0,700.0,52.0,29.7,996.7,15.8,0.0,NNW,1.6,Changping,2014-06-29 20:00:00
11662,2014,6,29,21,43.0,108.0,8.0,54.0,1000.0,52.0,28.4,997.1,16.3,0.0,N,0.8,Changping,2014-06-29 21:00:00
11663,2014,6,29,22,59.0,115.0,10.0,55.0,800.0,52.0,27.5,997.1,15.8,0.0,NNE,0.8,Changping,2014-06-29 22:00:00
11664,2014,6,29,23,56.0,101.0,8.0,53.0,800.0,156.0,26.7,997.3,16.3,0.0,NNW,1.1,Changping,2014-06-29 23:00:00
11665,2014,6,30,0,55.0,89.0,7.0,33.0,800.0,52.0,25.6,997.3,16.4,0.0,NNW,1.4,Changping,2014-06-30 00:00:00
11666,2014,6,30,1,51.0,84.0,6.0,28.0,800.0,52.0,25.4,997.1,16.5,0.0,NW,1.0,Changping,2014-06-30 01:00:00
11667,2014,6,30,2,57.0,85.0,5.0,29.0,800.0,156.0,24.4,997.2,16.9,0.0,NNW,1.3,Changping,2014-06-30 02:00:00
11668,2014,6,30,3,60.0,92.0,6.0,28.0,800.0,52.0,23.9,997.5,16.9,0.0,NNW,0.2,Changping,2014-06-30 03:00:00
11669,2014,6,30,4,62.0,96.0,5.0,58.0,800.0,116.0,23.3,997.9,17.1,0.0,N,1.0,Changping,2014-06-30 04:00:00
11670,2014,6,30,5,68.0,96.0,5.0,104.0,800.0,67.0,23.9,997.9,17.2,0.0,W,0.7,Changping,2014-06-30 05:00:00
11671,2014,6,30,6,74.0,98.0,5.0,43.0,800.0,124.0,24.8,998.2,17.3,0.0,NNW,0.7,Changping,2014-06-30 06:00:00
11672,2014,6,30,7,72.0,101.0,6.0,44.0,800.0,118.0,26.6,998.2,17.4,0.0,NNW,1.3,Changping,2014-06-30 07:00:00
11673,2014,6,30,8,70.0,88.0,9.0,104.0,1200.0,77.0,29.0,998.1,16.9,0.0,SE,0.8,Changping,2014-06-30 08:00:00
11674,2014,6,30,9,69.0,122.0,9.0,69.0,800.0,119.0,30.3,997.9,16.7,0.0,ENE,1.3,Changping,2014-06-30 09:00:00
11675,2014,6,30,10,63.0,103.0,11.0,43.0,800.0,52.0,31.4,997.8,17.3,0.0,ESE,1.7,Changping,2014-06-30 10:00:00
11676,2014,6,30,11,66.0,114.0,15.0,28.0,800.0,52.0,32.5,997.3,17.9,0.0,SE,1.5,Changping,2014-06-30 11:00:00
11677,2014,6,30,12,72.0,115.0,18.0,26.0,800.0,52.0,33.8,996.5,17.1,0.0,ESE,1.5,Changping,2014-06-30 12:00:00
11678,2014,6,30,13,65.0,107.0,18.0,26.0,1200.0,52.0,34.7,995.8,17.0,0.0,SSE,1.5,Changping,2014-06-30 13:00:00
11679,2014,6,30,14,91.0,129.0,9.0,34.0,1200.0,52.0,34.9,995.4,17.2,0.0,SSE,1.5,Changping,2014-06-30 14:00:00
11680,2014,6,30,15,91.0,143.0,9.0,43.0,800.0,52.0,34.1,995.1,12.4,0.0,SE,1.5,Changping,2014-06-30 15:00:00
11681,2014,6,30,16,82.0,82.0,16.0,30.0,900.0,52.0,33.2,995.0,14.8,0.0,WSW,2.3,Changping,2014-06-30 16:00:00
11682,2014,6,30,17,56.0,95.0,12.0,30.0,700.0,52.0,32.6,994.7,15.6,0.0,W,1.0,Changping,2014-06-30 17:00:00
11683,2014,6,30,18,69.0,119.0,11.0,55.0,800.0,52.0,31.9,995.1,15.8,0.0,SSW,0.5,Changping,2014-06-30 18:00:00
11684,2014,6,30,19,62.0,116.0,8.0,62.0,800.0,151.0,30.2,995.6,17.0,0.0,SSW,0.9,Changping,2014-06-30 19:00:00
11685,2014,6,30,20,69.0,88.0,11.0,60.0,800.0,52.0,29.0,996.1,16.5,0.0,NNW,1.6,Changping,2014-06-30 20:00:00
11686,2014,6,30,21,69.0,148.0,10.0,104.0,900.0,86.0,29.2,996.2,14.6,0.0,ESE,0.4,Changping,2014-06-30 21:00:00
11687,2014,6,30,22,78.0,115.0,10.0,92.0,900.0,75.0,29.5,996.0,14.1,0.0,ESE,1.1,Changping,2014-06-30 22:00:00
11688,2014,6,30,23,65.0,119.0,8.0,65.0,800.0,80.0,26.4,996.3,16.0,0.0,SE,0.6,Changping,2014-06-30 23:00:00
11689,2014,7,1,0,64.0,115.0,6.0,72.0,900.0,62.0,25.7,996.4,15.4,0.0,NNE,1.1,Changping,2014-07-01 00:00:00
11690,2014,7,1,1,71.0,130.0,6.0,62.0,800.0,71.0,25.4,996.4,15.1,0.0,NNW,1.1,Changping,2014-07-01 01:00:00
11691,2014,7,1,2,67.0,123.0,8.0,46.0,700.0,85.0,24.7,996.4,15.3,0.0,S,0.4,Changping,2014-07-01 02:00:00
11692,2014,7,1,3,70.0,121.0,7.0,45.0,800.0,81.0,24.6,996.5,15.2,0.0,NNW,1.3,Changping,2014-07-01 03:00:00
11693,2014,7,1,4,67.0,123.0,6.0,43.0,800.0,70.0,25.7,996.5,15.4,0.0,SE,0.6,Changping,2014-07-01 04:00:00
11694,2014,7,1,5,61.0,104.0,6.0,37.0,700.0,76.0,25.1,996.8,16.0,0.0,N,1.0,Changping,2014-07-01 05:00:00
11695,2014,7,1,6,75.0,131.0,9.0,46.0,900.0,64.0,26.1,997.3,16.9,0.0,NNW,1.4,Changping,2014-07-01 06:00:00
11696,2014,7,1,7,83.0,124.0,13.0,46.0,1100.0,66.0,27.9,997.6,16.8,0.0,ESE,1.5,Changping,2014-07-01 07:00:00
11697,2014,7,1,8,85.0,122.0,18.0,41.0,1100.0,94.0,28.8,997.5,18.0,0.0,ESE,2.1,Changping,2014-07-01 08:00:00
11698,2014,7,1,9,96.0,145.0,9.0,42.0,1100.0,111.0,29.6,997.2,18.4,0.0,SSE,1.9,Changping,2014-07-01 09:00:00
11699,2014,7,1,10,113.0,154.0,9.0,48.0,1200.0,127.0,30.7,996.7,19.1,0.0,NE,1.8,Changping,2014-07-01 10:00:00
11700,2014,7,1,11,122.0,171.0,9.0,44.0,800.0,52.0,31.2,996.0,18.5,0.0,ESE,1.7,Changping,2014-07-01 11:00:00
11701,2014,7,1,12,137.0,154.0,9.0,39.0,800.0,52.0,30.5,995.5,18.2,0.0,E,1.5,Changping,2014-07-01 12:00:00
11702,2014,7,1,13,139.0,152.0,9.0,34.0,800.0,52.0,31.7,994.9,18.7,0.0,SSE,1.5,Changping,2014-07-01 13:00:00
11703,2014,7,1,14,131.0,144.0,9.0,39.0,800.0,52.0,32.6,994.1,18.4,0.0,E,2.5,Changping,2014-07-01 14:00:00
11704,2014,7,1,15,139.0,163.0,9.0,41.0,800.0,52.0,31.9,993.6,18.1,0.0,ESE,1.5,Changping,2014-07-01 15:00:00
11705,2014,7,1,16,142.0,165.0,9.0,37.0,800.0,52.0,31.4,993.5,18.4,0.0,SE,1.5,Changping,2014-07-01 16:00:00
11706,2014,7,1,17,150.0,164.0,9.0,36.0,1200.0,52.0,30.8,993.0,18.9,0.0,S,1.5,Changping,2014-07-01 17:00:00
11707,2014,7,1,18,127.0,144.0,9.0,34.0,1200.0,52.0,30.3,993.1,19.3,0.0,SSE,2.0,Changping,2014-07-01 18:00:00
11708,2014,7,1,19,125.0,148.0,14.0,35.0,1100.0,52.0,29.0,992.8,21.2,0.0,S,1.9,Changping,2014-07-01 19:00:00
11709,2014,7,1,20,165.0,239.0,9.0,48.0,800.0,52.0,26.0,993.2,17.9,0.0,N,2.4,Changping,2014-07-01 20:00:00
11710,2014,7,1,21,141.0,141.0,12.0,32.0,1100.0,52.0,22.9,995.5,20.1,0.0,E,1.5,Changping,2014-07-01 21:00:00
11711,2014,7,1,22,44.0,63.0,2.0,18.0,700.0,52.0,22.0,996.2,20.3,0.0,ESE,1.3,Changping,2014-07-01 22:00:00
11712,2014,7,1,23,29.0,29.0,2.0,16.0,800.0,160.0,21.5,996.3,20.1,0.0,E,1.2,Changping,2014-07-01 23:00:00
11713,2014,7,2,0,20.0,20.0,2.0,15.0,800.0,149.0,21.6,995.8,20.4,0.0,SSW,1.0,Changping,2014-07-02 00:00:00
11714,2014,7,2,1,24.0,24.0,2.0,14.0,800.0,136.0,21.2,995.7,19.8,0.0,S,1.7,Changping,2014-07-02 01:00:00
11715,2014,7,2,2,33.0,33.0,2.0,44.0,800.0,96.0,21.2,995.4,19.8,0.0,SSW,0.7,Changping,2014-07-02 02:00:00
11716,2014,7,2,3,43.0,43.0,2.0,30.0,700.0,110.0,21.2,994.9,19.5,0.0,W,0.7,Changping,2014-07-02 03:00:00
11717,2014,7,2,4,41.0,41.0,2.0,25.0,700.0,101.0,21.2,994.4,19.7,0.0,W,1.2,Changping,2014-07-02 04:00:00
11718,2014,7,2,5,44.0,44.0,2.0,24.0,700.0,98.0,21.5,994.7,19.4,0.0,SSW,1.0,Changping,2014-07-02 05:00:00
11719,2014,7,2,6,46.0,46.0,2.0,22.0,700.0,100.0,22.0,994.9,19.9,0.0,SSE,2.0,Changping,2014-07-02 06:00:00
11720,2014,7,2,7,42.0,42.0,2.0,30.0,700.0,96.0,22.1,995.1,19.6,0.0,SSE,1.1,Changping,2014-07-02 07:00:00
11721,2014,7,2,8,50.0,50.0,2.0,37.0,800.0,88.0,22.3,995.1,19.5,0.0,E,1.5,Changping,2014-07-02 08:00:00
11722,2014,7,2,9,47.0,47.0,2.0,28.0,800.0,95.0,22.5,995.2,19.9,0.0,SE,1.3,Changping,2014-07-02 09:00:00
11723,2014,7,2,10,50.0,50.0,2.0,25.0,800.0,99.0,21.9,995.1,20.0,0.0,E,1.8,Changping,2014-07-02 10:00:00
11724,2014,7,2,11,36.0,36.0,2.0,28.0,800.0,102.0,23.1,994.8,20.2,0.0,ENE,0.5,Changping,2014-07-02 11:00:00
11725,2014,7,2,12,37.0,37.0,2.0,26.0,800.0,107.0,23.7,994.3,20.0,0.0,SE,1.1,Changping,2014-07-02 12:00:00
11726,2014,7,2,13,46.0,46.0,2.0,23.0,800.0,121.0,24.5,993.8,20.0,0.0,S,1.1,Changping,2014-07-02 13:00:00
11727,2014,7,2,14,46.0,46.0,2.0,24.0,800.0,127.0,24.8,993.4,20.3,0.0,ESE,1.1,Changping,2014-07-02 14:00:00
11728,2014,7,2,15,57.0,57.0,2.0,22.0,800.0,134.0,25.0,993.2,20.0,0.0,ENE,1.4,Changping,2014-07-02 15:00:00
11729,2014,7,2,16,70.0,70.0,2.0,25.0,900.0,133.0,25.2,992.1,20.2,0.0,ESE,1.6,Changping,2014-07-02 16:00:00
11730,2014,7,2,17,70.0,70.0,2.0,25.0,900.0,136.0,24.9,992.8,20.4,0.0,ESE,1.9,Changping,2014-07-02 17:00:00
11731,2014,7,2,18,85.0,85.0,2.0,26.0,900.0,141.0,24.7,993.0,20.8,0.0,ESE,1.5,Changping,2014-07-02 18:00:00
11732,2014,7,2,19,82.0,82.0,2.0,32.0,1000.0,127.0,24.6,993.5,20.9,0.0,ESE,1.5,Changping,2014-07-02 19:00:00
11733,2014,7,2,20,80.0,80.0,2.0,25.0,1100.0,113.0,24.6,993.9,21.1,0.0,E,1.9,Changping,2014-07-02 20:00:00
11734,2014,7,2,21,97.0,97.0,2.0,24.0,1100.0,101.0,24.1,994.2,21.0,0.0,E,2.2,Changping,2014-07-02 21:00:00
11735,2014,7,2,22,92.0,92.0,2.0,26.0,900.0,91.0,24.1,994.2,21.0,0.0,E,2.0,Changping,2014-07-02 22:00:00
11736,2014,7,2,23,87.0,87.0,2.0,27.0,800.0,83.0,23.8,993.0,20.9,0.0,SE,1.8,Changping,2014-07-02 23:00:00
11737,2014,7,3,0,98.0,98.0,2.0,27.0,800.0,76.0,23.4,992.3,20.9,0.0,SE,1.6,Changping,2014-07-03 00:00:00
11738,2014,7,3,1,93.0,93.0,2.0,26.0,700.0,70.0,23.2,992.6,20.9,0.0,E,1.7,Changping,2014-07-03 01:00:00
11739,2014,7,3,2,97.0,97.0,2.0,30.0,700.0,55.0,23.1,992.4,21.0,0.0,E,2.2,Changping,2014-07-03 02:00:00
11740,2014,7,3,3,118.0,118.0,2.0,28.0,800.0,54.0,23.1,992.6,21.2,0.0,ESE,1.0,Changping,2014-07-03 03:00:00
11741,2014,7,3,4,153.0,153.0,2.0,26.0,1000.0,43.0,23.2,992.9,21.5,0.0,E,1.1,Changping,2014-07-03 04:00:00
11742,2014,7,3,5,168.0,168.0,2.0,23.0,1100.0,44.0,23.3,993.0,21.4,0.0,SE,1.4,Changping,2014-07-03 05:00:00
11743,2014,7,3,6,51.0,189.0,2.0,25.0,1200.0,38.0,23.5,993.2,21.6,0.0,SE,1.0,Changping,2014-07-03 06:00:00
11744,2014,7,3,7,51.0,206.0,2.0,30.0,800.0,32.0,23.7,993.4,21.6,0.0,ENE,0.8,Changping,2014-07-03 07:00:00
11745,2014,7,3,8,51.0,221.0,3.0,35.0,800.0,25.0,24.0,993.1,21.7,0.0,ENE,0.8,Changping,2014-07-03 08:00:00
11746,2014,7,3,9,51.0,241.0,3.0,39.0,800.0,25.0,25.4,993.1,21.9,0.0,ENE,0.5,Changping,2014-07-03 09:00:00
11747,2014,7,3,10,51.0,80.0,4.0,39.0,800.0,36.0,26.5,992.9,21.9,0.0,NW,1.3,Changping,2014-07-03 10:00:00
11748,2014,7,3,11,51.0,158.0,9.0,37.0,800.0,115.0,27.8,992.3,20.6,0.0,S,1.0,Changping,2014-07-03 11:00:00
11749,2014,7,3,12,120.0,151.0,4.0,29.0,800.0,116.0,29.3,991.7,21.3,0.0,SSW,2.0,Changping,2014-07-03 12:00:00
11750,2014,7,3,13,51.0,182.0,3.0,26.0,1200.0,157.0,29.0,991.3,21.2,0.0,SSE,1.2,Changping,2014-07-03 13:00:00
11751,2014,7,3,14,153.0,153.0,2.0,21.0,1100.0,52.0,29.7,990.8,21.6,0.0,ESE,1.8,Changping,2014-07-03 14:00:00
11752,2014,7,3,15,176.0,176.0,2.0,23.0,1100.0,52.0,28.9,991.3,22.2,0.0,E,1.4,Changping,2014-07-03 15:00:00
11753,2014,7,3,16,51.0,198.0,2.0,24.0,1200.0,52.0,27.7,991.8,22.9,0.0,ENE,0.8,Changping,2014-07-03 16:00:00
11754,2014,7,3,17,51.0,212.0,2.0,31.0,800.0,52.0,26.4,991.5,23.3,0.0,NNE,1.5,Changping,2014-07-03 17:00:00
11755,2014,7,3,18,51.0,188.0,2.0,30.0,1250.0,151.0,26.8,992.0,22.8,0.0,NE,1.6,Changping,2014-07-03 18:00:00
11756,2014,7,3,19,164.0,164.0,2.0,29.0,1200.0,101.0,26.6,992.0,22.7,0.0,N,1.2,Changping,2014-07-03 19:00:00
11757,2014,7,3,20,170.0,170.0,2.0,28.0,1200.0,104.0,25.7,992.5,22.8,0.0,NW,0.9,Changping,2014-07-03 20:00:00
11758,2014,7,3,21,51.0,183.0,2.0,30.0,800.0,98.0,25.0,992.6,22.5,0.0,NNW,1.0,Changping,2014-07-03 21:00:00
11759,2014,7,3,22,176.0,176.0,2.0,29.0,1200.0,84.0,24.8,993.3,22.1,0.0,NW,1.1,Changping,2014-07-03 22:00:00
11760,2014,7,3,23,51.0,178.0,2.0,28.0,800.0,78.0,24.3,993.6,21.8,0.0,NNE,1.0,Changping,2014-07-03 23:00:00
11761,2014,7,4,0,173.0,173.0,2.0,20.0,1200.0,86.0,24.5,994.1,21.8,0.0,NNW,1.6,Changping,2014-07-04 00:00:00
11762,2014,7,4,1,51.0,186.0,2.0,23.0,1200.0,73.0,24.3,994.0,21.6,0.0,NW,1.0,Changping,2014-07-04 01:00:00
11763,2014,7,4,2,177.0,177.0,2.0,20.0,1100.0,77.0,23.6,994.1,21.5,0.0,NNW,0.2,Changping,2014-07-04 02:00:00
11764,2014,7,4,3,51.0,180.0,2.0,28.0,1100.0,66.0,23.4,994.4,21.3,0.0,N,1.2,Changping,2014-07-04 03:00:00
11765,2014,7,4,4,51.0,180.0,2.0,73.0,1100.0,9.0,23.3,995.3,21.4,0.0,NE,0.9,Changping,2014-07-04 04:00:00
11766,2014,7,4,5,153.0,153.0,2.0,84.0,1100.0,2.0,23.6,995.8,21.3,0.0,NW,0.5,Changping,2014-07-04 05:00:00
11767,2014,7,4,6,153.0,153.0,2.0,31.0,1100.0,45.0,24.9,996.0,21.4,0.0,NW,0.9,Changping,2014-07-04 06:00:00
11768,2014,7,4,7,157.0,157.0,2.0,28.0,1100.0,58.0,26.5,996.1,21.7,0.0,NW,0.1,Changping,2014-07-04 07:00:00
11769,2014,7,4,8,147.0,147.0,2.0,36.0,1100.0,62.0,28.8,996.2,22.1,0.0,SE,1.3,Changping,2014-07-04 08:00:00
11770,2014,7,4,9,159.0,159.0,2.0,58.0,1200.0,56.0,30.3,996.3,22.2,0.0,WNW,0.9,Changping,2014-07-04 09:00:00
11771,2014,7,4,10,51.0,209.0,2.0,34.0,1200.0,121.0,30.9,996.4,22.5,0.0,SE,1.5,Changping,2014-07-04 10:00:00
